Compound,Formula,IsotopeLabel
GSH,C10H17N3O6S,C13-label-1
GSH,C10H17N3O6S,C13-label-2
GSH,C10H17N3O6S,C13-label-3
GSH,C10H17N3O6S,C13-label-4
GSH,C10H17N3O6S,C13-label-5
GSH,C10H17N3O6S,C13-label-6
GSH,C10H17N3O6S,C13-label-7
GSH,C10H17N3O6S,C13-label-8
GSH,C10H17N3O6S,C13-label-9
GSH,C10H17N3O6S,C13-label-10
Gsin,C10H13N5O5,C12 PARENT
Gsin,C10H13N5O5,C13-label-1
Gsin,C10H13N5O5,C13-label-2
Gsin,C10H13N5O5,C13-label-3
Gsin,C10H13N5O5,C13-label-4
Gsin,C10H13N5O5,C13-label-5
Gsin,C10H13N5O5,C13-label-6
Gsin,C10H13N5O5,C13-label-7
Gsin,C10H13N5O5,C13-label-8
Gsin,C10H13N5O5,C13-label-9
Gsin,C10H13N5O5,C13-label-10
GSSG,C20H32N6O12S2,C12 PARENT
GSSG,C20H32N6O12S2,C13-label-1
GSSG,C20H32N6O12S2,C13-label-2
GSSG,C20H32N6O12S2,C13-label-3
GSSG,C20H32N6O12S2,C13-label-4
GSSG,C20H32N6O12S2,C13-label-5
GSSG,C20H32N6O12S2,C13-label-6
GSSG,C20H32N6O12S2,C13-label-7
GSSG,C20H32N6O12S2,C13-label-8
GSSG,C20H32N6O12S2,C13-label-9
GSSG,C20H32N6O12S2,C13-label-10
GSSG,C20H32N6O12S2,C13-label-11
GSSG,C20H32N6O12S2,C13-label-12
GSSG,C20H32N6O12S2,C13-label-13
GSSG,C20H32N6O12S2,C13-label-14
GSSG,C20H32N6O12S2,C13-label-15
GSSG,C20H32N6O12S2,C13-label-16
GSSG,C20H32N6O12S2,C13-label-17
GSSG,C20H32N6O12S2,C13-label-18
GSSG,C20H32N6O12S2,C13-label-19
GSSG,C20H32N6O12S2,C13-label-20
GTP,C10H16N5O14P3,C12 PARENT
GTP,C10H16N5O14P3,C13-label-1
GTP,C10H16N5O14P3,C13-label-2
GTP,C10H16N5O14P3,C13-label-3
GTP,C10H16N5O14P3,C13-label-4
GTP,C10H16N5O14P3,C13-label-5
GTP,C10H16N5O14P3,C13-label-6
GTP,C10H16N5O14P3,C13-label-7
GTP,C10H16N5O14P3,C13-label-8
GTP,C10H16N5O14P3,C13-label-9
GTP,C10H16N5O14P3,C13-label-10
Guanidineacetic acid,C3H7N3O2,C12 PARENT
Guanidineacetic acid,C3H7N3O2,C13-label-1
Guanidineacetic acid,C3H7N3O2,C13-label-2
Guanidineacetic acid,C3H7N3O2,C13-label-3
Guanine,C5H5N5O,C12 PARENT
Guanine,C5H5N5O,C13-label-1
Guanine,C5H5N5O,C13-label-2
Guanine,C5H5N5O,C13-label-3
Guanine,C5H5N5O,C13-label-4
Guanine,C5H5N5O,C13-label-5
Guanosine,C10H13N5O5,C12 PARENT
Guanosine,C10H13N5O5,C13-label-1
Guanosine,C10H13N5O5,C13-label-2
Guanosine,C10H13N5O5,C13-label-3
Guanosine,C10H13N5O5,C13-label-4
Guanosine,C10H13N5O5,C13-label-5
Guanosine,C10H13N5O5,C13-label-6
Guanosine,C10H13N5O5,C13-label-7
Guanosine,C10H13N5O5,C13-label-8
Guanosine,C10H13N5O5,C13-label-9
Guanosine,C10H13N5O5,C13-label-10
Guanosine_MS1,C10H13N5O5,C12 PARENT
Guanosine_MS1,C10H13N5O5,C13-label-1
Guanosine_MS1,C10H13N5O5,C13-label-2
Guanosine_MS1,C10H13N5O5,C13-label-3
Guanosine_MS1,C10H13N5O5,C13-label-4
Guanosine_MS1,C10H13N5O5,C13-label-5
Guanosine_MS1,C10H13N5O5,C13-label-6
Guanosine_MS1,C10H13N5O5,C13-label-7
Guanosine_MS1,C10H13N5O5,C13-label-8
Guanosine_MS1,C10H13N5O5,C13-label-9
Guanosine_MS1,C10H13N5O5,C13-label-10
Guanosine_MS1,C10H13N5O5,C12 PARENT
Guanosine_MS1,C10H13N5O5,C13-label-1
Guanosine_MS1,C10H13N5O5,C13-label-2
Guanosine_MS1,C10H13N5O5,C13-label-3
Guanosine_MS1,C10H13N5O5,C13-label-4
Guanosine_MS1,C10H13N5O5,C13-label-5
Guanosine_MS1,C10H13N5O5,C13-label-6
Guanosine_MS1,C10H13N5O5,C13-label-7
Guanosine_MS1,C10H13N5O5,C13-label-8
Guanosine_MS1,C10H13N5O5,C13-label-9
Guanosine_MS1,C10H13N5O5,C13-label-10
H-Ser,C4H9NO3,C12 PARENT
H-Ser,C4H9NO3,C13-label-1
H-Ser,C4H9NO3,C13-label-2
H-Ser,C4H9NO3,C13-label-3
H-Ser,C4H9NO3,C13-label-4
Hbut CoA,C25H42N7O18P3S,C12 PARENT
Hbut CoA,C25H42N7O18P3S,C13-label-1
Hbut CoA,C25H42N7O18P3S,C13-label-2
Hbut CoA,C25H42N7O18P3S,C13-label-3
Hbut CoA,C25H42N7O18P3S,C13-label-4
Hbut CoA,C25H42N7O18P3S,C13-label-5
Hbut CoA,C25H42N7O18P3S,C13-label-6
Hbut CoA,C25H42N7O18P3S,C13-label-7
Hbut CoA,C25H42N7O18P3S,C13-label-8
Hbut CoA,C25H42N7O18P3S,C13-label-9
Hbut CoA,C25H42N7O18P3S,C13-label-10
Hbut CoA,C25H42N7O18P3S,C13-label-11
Hbut CoA,C25H42N7O18P3S,C13-label-12
Hbut CoA,C25H42N7O18P3S,C13-label-13
Hbut CoA,C25H42N7O18P3S,C13-label-14
Hbut CoA,C25H42N7O18P3S,C13-label-15
Hbut CoA,C25H42N7O18P3S,C13-label-16
Hbut CoA,C25H42N7O18P3S,C13-label-17
Hbut CoA,C25H42N7O18P3S,C13-label-18
Hbut CoA,C25H42N7O18P3S,C13-label-19
Hbut CoA,C25H42N7O18P3S,C13-label-20
Hbut CoA,C25H42N7O18P3S,C13-label-21
Hbut CoA,C25H42N7O18P3S,C13-label-22
Hbut CoA,C25H42N7O18P3S,C13-label-23
Hbut CoA,C25H42N7O18P3S,C13-label-24
Hbut CoA,C25H42N7O18P3S,C13-label-25
Hcys,C4H9NO2S,C12 PARENT
Hcys,C4H9NO2S,C13-label-1
Hcys,C4H9NO2S,C13-label-2
Hcys,C4H9NO2S,C13-label-3
Hcys,C4H9NO2S,C13-label-4
Hex CoA,C27H46N7O17P3S,C12 PARENT
Hex CoA,C27H46N7O17P3S,C13-label-1
Hex CoA,C27H46N7O17P3S,C13-label-2
Hex CoA,C27H46N7O17P3S,C13-label-3
Hex CoA,C27H46N7O17P3S,C13-label-4
Hex CoA,C27H46N7O17P3S,C13-label-5
Hex CoA,C27H46N7O17P3S,C13-label-6
Hex CoA,C27H46N7O17P3S,C13-label-7
Hex CoA,C27H46N7O17P3S,C13-label-8
Hex CoA,C27H46N7O17P3S,C13-label-9
Hex CoA,C27H46N7O17P3S,C13-label-10
Hex CoA,C27H46N7O17P3S,C13-label-11
Hex CoA,C27H46N7O17P3S,C13-label-12
Hex CoA,C27H46N7O17P3S,C13-label-13
Hex CoA,C27H46N7O17P3S,C13-label-14
Hex CoA,C27H46N7O17P3S,C13-label-15
Hex CoA,C27H46N7O17P3S,C13-label-16
Hex CoA,C27H46N7O17P3S,C13-label-17
Hex CoA,C27H46N7O17P3S,C13-label-18
Hex CoA,C27H46N7O17P3S,C13-label-19
Hex CoA,C27H46N7O17P3S,C13-label-20
Hex CoA,C27H46N7O17P3S,C13-label-21
Hex CoA,C27H46N7O17P3S,C13-label-22
Hex CoA,C27H46N7O17P3S,C13-label-23
Hex CoA,C27H46N7O17P3S,C13-label-24
Hex CoA,C27H46N7O17P3S,C13-label-25
Hex CoA,C27H46N7O17P3S,C13-label-26
Hex CoA,C27H46N7O17P3S,C13-label-27
Hexanoyl coenzyme A ,C27H46N7O17P3S,C12 PARENT
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-1
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-2
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-3
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-4
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-5
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-6
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-7
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-8
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-9
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-10
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-11
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-12
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-13
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-14
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-15
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-16
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-17
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-18
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-19
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-20
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-21
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-22
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-23
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-24
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-25
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-26
Hexanoyl coenzyme A ,C27H46N7O17P3S,C13-label-27
Hexose,C6H12O6,C12 PARENT
Hexose,C6H12O6,C13-label-1
Hexose,C6H12O6,C13-label-2
Hexose,C6H12O6,C13-label-3
Hexose,C6H12O6,C13-label-4
Hexose,C6H12O6,C13-label-5
Hexose,C6H12O6,C13-label-6
HexP,C6H13O9P,C12 PARENT
HexP,C6H13O9P,C13-label-1
HexP,C6H13O9P,C13-label-2
HexP,C6H13O9P,C13-label-3
HexP,C6H13O9P,C13-label-4
HexP,C6H13O9P,C13-label-5
HexP,C6H13O9P,C13-label-6
His,C6H9N3O2,C12 PARENT
His,C6H9N3O2,C13-label-1
His,C6H9N3O2,C13-label-2
His,C6H9N3O2,C13-label-3
His,C6H9N3O2,C13-label-4
His,C6H9N3O2,C13-label-5
His,C6H9N3O2,C13-label-6
Histidine,C6H9N3O2,C12 PARENT
Histidine,C6H9N3O2,C13-label-1
Histidine,C6H9N3O2,C13-label-2
Histidine,C6H9N3O2,C13-label-3
Histidine,C6H9N3O2,C13-label-4
Histidine,C6H9N3O2,C13-label-5
Histidine,C6H9N3O2,C13-label-6
Homocysteine,C4H9NO2S,C12 PARENT
Homocysteine,C4H9NO2S,C13-label-1
Homocysteine,C4H9NO2S,C13-label-2
Homocysteine,C4H9NO2S,C13-label-3
Homocysteine,C4H9NO2S,C13-label-4
Homoserine,C4H9NO3,C12 PARENT
Homoserine,C4H9NO3,C13-label-1
Homoserine,C4H9NO3,C13-label-2
Homoserine,C4H9NO3,C13-label-3
Homoserine,C4H9NO3,C13-label-4
Hydroxyglutaric acid,C5H8O5,C12 PARENT
Hydroxyglutaric acid,C5H8O5,C13-label-1
Hydroxyglutaric acid,C5H8O5,C13-label-2
Hydroxyglutaric acid,C5H8O5,C13-label-3
Hydroxyglutaric acid,C5H8O5,C13-label-4
Hydroxyglutaric acid,C5H8O5,C13-label-5
Hydroxyproline,C5H9NO3,C12 PARENT
Hydroxyproline,C5H9NO3,C13-label-1
Hydroxyproline,C5H9NO3,C13-label-2
Hydroxyproline,C5H9NO3,C13-label-3
Hydroxyproline,C5H9NO3,C13-label-4
Hydroxyproline,C5H9NO3,C13-label-5
I-Cit,C6H8O7,C12 PARENT
I-Cit,C6H8O7,C13-label-1
I-Cit,C6H8O7,C13-label-2
I-Cit,C6H8O7,C13-label-3
I-Cit,C6H8O7,C13-label-4
I-Cit,C6H8O7,C13-label-5
I-Cit,C6H8O7,C13-label-6
IGsin,C10H13N5O5,C12 PARENT
IGsin,C10H13N5O5,C13-label-1
IGsin,C10H13N5O5,C13-label-2
IGsin,C10H13N5O5,C13-label-3
IGsin,C10H13N5O5,C13-label-4
IGsin,C10H13N5O5,C13-label-5
IGsin,C10H13N5O5,C13-label-6
IGsin,C10H13N5O5,C13-label-7
IGsin,C10H13N5O5,C13-label-8
IGsin,C10H13N5O5,C13-label-9
IGsin,C10H13N5O5,C13-label-10
Ile,C6H13NO2,C12 PARENT
Ile,C6H13NO2,C13-label-1
Ile,C6H13NO2,C13-label-2
Ile,C6H13NO2,C13-label-3
Ile,C6H13NO2,C13-label-4
Ile,C6H13NO2,C13-label-5
Ile,C6H13NO2,C13-label-6
IMP,C10H13N4O8P,C12 PARENT
IMP,C10H13N4O8P,C13-label-1
IMP,C10H13N4O8P,C13-label-2
IMP,C10H13N4O8P,C13-label-3
IMP,C10H13N4O8P,C13-label-4
IMP,C10H13N4O8P,C13-label-5
IMP,C10H13N4O8P,C13-label-6
IMP,C10H13N4O8P,C13-label-7
IMP,C10H13N4O8P,C13-label-8
IMP,C10H13N4O8P,C13-label-9
IMP,C10H13N4O8P,C13-label-10
IMP,C10H13N4O8P,C12 PARENT
Ino,C6H12O6,C12 PARENT
Ino,C6H12O6,C13-label-1
Ino,C6H12O6,C13-label-2
Ino,C6H12O6,C13-label-3
Ino,C6H12O6,C13-label-4
Ino,C6H12O6,C13-label-5
Ino,C6H12O6,C13-label-6
Inosine,C10H12N4O5,C12 PARENT
Inosine,C10H12N4O5,C13-label-1
Inosine,C10H12N4O5,C13-label-2
Inosine,C10H12N4O5,C13-label-3
Inosine,C10H12N4O5,C13-label-4
Inosine,C10H12N4O5,C13-label-5
Inosine,C10H12N4O5,C13-label-6
Inosine,C10H12N4O5,C13-label-7
Inosine,C10H12N4O5,C13-label-8
Inosine,C10H12N4O5,C13-label-9
Inosine,C10H12N4O5,C13-label-10
Inositol,C6H12O6,C12 PARENT
Inositol,C6H12O6,C13-label-1
Inositol,C6H12O6,C13-label-2
Inositol,C6H12O6,C13-label-3
Inositol,C6H12O6,C13-label-4
Inositol,C6H12O6,C13-label-5
Inositol,C6H12O6,C13-label-6
Isin,C10H12N4O5,C12 PARENT
Isin,C10H12N4O5,C13-label-1
Isin,C10H12N4O5,C13-label-2
Isin,C10H12N4O5,C13-label-3
Isin,C10H12N4O5,C13-label-4
Isin,C10H12N4O5,C13-label-5
Isin,C10H12N4O5,C13-label-6
Isin,C10H12N4O5,C13-label-7
Isin,C10H12N4O5,C13-label-8
Isin,C10H12N4O5,C13-label-9
Isin,C10H12N4O5,C13-label-10
Iso-citrate,C6H8O7,C12 PARENT
Iso-citrate,C6H8O7,C13-label-1
Iso-citrate,C6H8O7,C13-label-2
Iso-citrate,C6H8O7,C13-label-3
Iso-citrate,C6H8O7,C13-label-4
Iso-citrate,C6H8O7,C13-label-5
Iso-citrate,C6H8O7,C13-label-6
IsoCit,C6H8O7,C12 PARENT
IsoCit,C6H8O7,C13-label-1
IsoCit,C6H8O7,C13-label-2
IsoCit,C6H8O7,C13-label-3
IsoCit,C6H8O7,C13-label-4
IsoCit,C6H8O7,C13-label-5
IsoCit,C6H8O7,C13-label-6
Isocitrate,C6H8O7,C12 PARENT
Isocitrate,C6H8O7,C13-label-1
Isocitrate,C6H8O7,C13-label-2
Isocitrate,C6H8O7,C13-label-3
Isocitrate,C6H8O7,C13-label-4
Isocitrate,C6H8O7,C13-label-5
Isocitrate,C6H8O7,C13-label-6
Isoguanosine,C10H13N5O5,C12 PARENT
Isoguanosine,C10H13N5O5,C13-label-1
Isoguanosine,C10H13N5O5,C13-label-2
Isoguanosine,C10H13N5O5,C13-label-3
Isoguanosine,C10H13N5O5,C13-label-4
Isoguanosine,C10H13N5O5,C13-label-5
Isoguanosine,C10H13N5O5,C13-label-6
Isoguanosine,C10H13N5O5,C13-label-7
Isoguanosine,C10H13N5O5,C13-label-8
Isoguanosine,C10H13N5O5,C13-label-9
Isoguanosine,C10H13N5O5,C13-label-10
Isoleucine,C6H13NO2,C12 PARENT
Isoleucine,C6H13NO2,C13-label-1
Isoleucine,C6H13NO2,C13-label-2
Isoleucine,C6H13NO2,C13-label-3
Isoleucine,C6H13NO2,C13-label-4
Isoleucine,C6H13NO2,C13-label-5
Isoleucine,C6H13NO2,C13-label-6
Itaconate,C5H6O4,C12 PARENT
Itaconate,C5H6O4,C13-label-1
Itaconate,C5H6O4,C13-label-2
Itaconate,C5H6O4,C13-label-3
Itaconate,C5H6O4,C13-label-4
Itaconate,C5H6O4,C13-label-5
K-Ile,C6H10O3,C12 PARENT
K-Ile,C6H10O3,C13-label-1
K-Ile,C6H10O3,C13-label-2
K-Ile,C6H10O3,C13-label-3
K-Ile,C6H10O3,C13-label-4
K-Ile,C6H10O3,C13-label-5
K-Ile,C6H10O3,C13-label-6
K-Val,C5H8O3,C12 PARENT
K-Val,C5H8O3,C13-label-1
K-Val,C5H8O3,C13-label-2
K-Val,C5H8O3,C13-label-3
K-Val,C5H8O3,C13-label-4
K-Val,C5H8O3,C13-label-5
Ketoisovalerate,C5H8O3,C12 PARENT
Ketoisovalerate,C5H8O3,C13-label-1
Ketoisovalerate,C5H8O3,C13-label-2
Ketoisovalerate,C5H8O3,C13-label-3
Ketoisovalerate,C5H8O3,C13-label-4
Ketoisovalerate,C5H8O3,C13-label-5
Kynurenine,C10H12N2O3,C12 PARENT
Kynurenine,C10H12N2O3,C13-label-1
Kynurenine,C10H12N2O3,C13-label-2
Kynurenine,C10H12N2O3,C13-label-3
Kynurenine,C10H12N2O3,C13-label-4
Kynurenine,C10H12N2O3,C13-label-5
Kynurenine,C10H12N2O3,C13-label-6
Kynurenine,C10H12N2O3,C13-label-7
Kynurenine,C10H12N2O3,C13-label-8
Kynurenine,C10H12N2O3,C13-label-9
Kynurenine,C10H12N2O3,C13-label-10
Lac,C3H6O3,C12 PARENT
Lac,C3H6O3,C13-label-1
Lac,C3H6O3,C13-label-2
Lac,C3H6O3,C13-label-3
Lactate,C3H6O3,C12 PARENT
Lactate,C3H6O3,C13-label-1
Lactate,C3H6O3,C13-label-2
Lactate,C3H6O3,C13-label-3
Lactic acid,C3H6O3,C12 PARENT
Lactic acid,C3H6O3,C13-label-1
Lactic acid,C3H6O3,C13-label-2
Lactic acid,C3H6O3,C13-label-3
LCT,C7H14N2O4S,C12 PARENT
LCT,C7H14N2O4S,C13-label-1
LCT,C7H14N2O4S,C13-label-2
LCT,C7H14N2O4S,C13-label-3
LCT,C7H14N2O4S,C13-label-4
LCT,C7H14N2O4S,C13-label-5
LCT,C7H14N2O4S,C13-label-6
LCT,C7H14N2O4S,C13-label-7
Leu,C6H13NO2,C12 PARENT
Leu,C6H13NO2,C13-label-1
Leu,C6H13NO2,C13-label-2
Leu,C6H13NO2,C13-label-3
Leu,C6H13NO2,C13-label-4
Leu,C6H13NO2,C13-label-5
Leu,C6H13NO2,C13-label-6
Leu+Ile,C6H13NO2,C12 PARENT
Leu+Ile,C6H13NO2,C13-label-1
Leu+Ile,C6H13NO2,C13-label-2
Leu+Ile,C6H13NO2,C13-label-3
Leu+Ile,C6H13NO2,C13-label-4
Leu+Ile,C6H13NO2,C13-label-5
Leu+Ile,C6H13NO2,C13-label-6
Leucine,C6H13NO2,C12 PARENT
Leucine,C6H13NO2,C13-label-1
Leucine,C6H13NO2,C13-label-2
Leucine,C6H13NO2,C13-label-3
Leucine,C6H13NO2,C13-label-4
Leucine,C6H13NO2,C13-label-5
Leucine,C6H13NO2,C13-label-6
Linoleic acid,C18H32O2,C12 PARENT
Linoleic acid,C18H32O2,C13-label-1
Linoleic acid,C18H32O2,C13-label-2
Linoleic acid,C18H32O2,C13-label-3
Linoleic acid,C18H32O2,C13-label-4
Linoleic acid,C18H32O2,C13-label-5
Linoleic acid,C18H32O2,C13-label-6
Linoleic acid,C18H32O2,C13-label-7
Linoleic acid,C18H32O2,C13-label-8
Linoleic acid,C18H32O2,C13-label-9
Linoleic acid,C18H32O2,C13-label-10
Linoleic acid,C18H32O2,C13-label-11
Linoleic acid,C18H32O2,C13-label-12
Linoleic acid,C18H32O2,C13-label-13
Linoleic acid,C18H32O2,C13-label-14
Linoleic acid,C18H32O2,C13-label-15
Linoleic acid,C18H32O2,C13-label-16
Linoleic acid,C18H32O2,C13-label-17
Linoleic acid,C18H32O2,C13-label-18
Lys,C6H14N2O2,C12 PARENT
Lys,C6H14N2O2,C13-label-1
Lys,C6H14N2O2,C13-label-2
Lys,C6H14N2O2,C13-label-3
Lys,C6H14N2O2,C13-label-4
Lys,C6H14N2O2,C13-label-5
Lys,C6H14N2O2,C13-label-6
Lysine,C6H14N2O2,C12 PARENT
Lysine,C6H14N2O2,C13-label-1
Lysine,C6H14N2O2,C13-label-2
Lysine,C6H14N2O2,C13-label-3
Lysine,C6H14N2O2,C13-label-4
Lysine,C6H14N2O2,C13-label-5
Lysine,C6H14N2O2,C13-label-6
M6P,C6H13O9P,C12 PARENT
M6P,C6H13O9P,C13-label-1
M6P,C6H13O9P,C13-label-2
M6P,C6H13O9P,C13-label-3
M6P,C6H13O9P,C13-label-4
M6P,C6H13O9P,C13-label-5
M6P,C6H13O9P,C13-label-6
Mal,C4H6O5,C12 PARENT
Mal,C4H6O5,C13-label-1
Mal,C4H6O5,C13-label-2
Mal,C4H6O5,C13-label-3
Mal,C4H6O5,C13-label-4
Mal CoA,C24H38N7O19P3S,C12 PARENT
Mal CoA,C24H38N7O19P3S,C13-label-1
Mal CoA,C24H38N7O19P3S,C13-label-2
Mal CoA,C24H38N7O19P3S,C13-label-3
Mal CoA,C24H38N7O19P3S,C13-label-4
Mal CoA,C24H38N7O19P3S,C13-label-5
Mal CoA,C24H38N7O19P3S,C13-label-6
Mal CoA,C24H38N7O19P3S,C13-label-7
Mal CoA,C24H38N7O19P3S,C13-label-8
Mal CoA,C24H38N7O19P3S,C13-label-9
Mal CoA,C24H38N7O19P3S,C13-label-10
Mal CoA,C24H38N7O19P3S,C13-label-11
Mal CoA,C24H38N7O19P3S,C13-label-12
Mal CoA,C24H38N7O19P3S,C13-label-13
Mal CoA,C24H38N7O19P3S,C13-label-14
Mal CoA,C24H38N7O19P3S,C13-label-15
Mal CoA,C24H38N7O19P3S,C13-label-16
Mal CoA,C24H38N7O19P3S,C13-label-17
Mal CoA,C24H38N7O19P3S,C13-label-18
Mal CoA,C24H38N7O19P3S,C13-label-19
Mal CoA,C24H38N7O19P3S,C13-label-20
Mal CoA,C24H38N7O19P3S,C13-label-21
Mal CoA,C24H38N7O19P3S,C13-label-22
Mal CoA,C24H38N7O19P3S,C13-label-23
Mal CoA,C24H38N7O19P3S,C13-label-24
Malate,C4H6O5,C12 PARENT
Malate,C4H6O5,C13-label-1
Malate,C4H6O5,C13-label-2
Malate,C4H6O5,C13-label-3
Malate,C4H6O5,C13-label-4
Mali,C4H6O5,C12 PARENT
Mali,C4H6O5,C13-label-1
Mali,C4H6O5,C13-label-2
Mali,C4H6O5,C13-label-3
Mali,C4H6O5,C13-label-4
Malonyl coenzyme A,C24H38N7O19P3S,C12 PARENT
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-1
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-2
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-3
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-4
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-5
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-6
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-7
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-8
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-9
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-10
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-11
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-12
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-13
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-14
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-15
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-16
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-17
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-18
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-19
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-20
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-21
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-22
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-23
Malonyl coenzyme A,C24H38N7O19P3S,C13-label-24
Man,C6H12O6,C12 PARENT
Man,C6H12O6,C13-label-1
Man,C6H12O6,C13-label-2
Man,C6H12O6,C13-label-3
Man,C6H12O6,C13-label-4
Man,C6H12O6,C13-label-5
Man,C6H12O6,C13-label-6
Man-OL,C6H14O6,C12 PARENT
Man-OL,C6H14O6,C13-label-1
Man-OL,C6H14O6,C13-label-2
Man-OL,C6H14O6,C13-label-3
Man-OL,C6H14O6,C13-label-4
Man-OL,C6H14O6,C13-label-5
Man-OL,C6H14O6,C13-label-6
Man-OL-1-P,C6H15O9P,C12 PARENT
Man-OL-1-P,C6H15O9P,C13-label-1
Man-OL-1-P,C6H15O9P,C13-label-2
Man-OL-1-P,C6H15O9P,C13-label-3
Man-OL-1-P,C6H15O9P,C13-label-4
Man-OL-1-P,C6H15O9P,C13-label-5
Man-OL-1-P,C6H15O9P,C13-label-6
Mannitol,C6H14O6,C12 PARENT
Mannitol,C6H14O6,C13-label-1
Mannitol,C6H14O6,C13-label-2
Mannitol,C6H14O6,C13-label-3
Mannitol,C6H14O6,C13-label-4
Mannitol,C6H14O6,C13-label-5
Mannitol,C6H14O6,C13-label-6
Mannitol 1-phosphate ,C6H15O9P,C12 PARENT
Mannitol 1-phosphate ,C6H15O9P,C13-label-1
Mannitol 1-phosphate ,C6H15O9P,C13-label-2
Mannitol 1-phosphate ,C6H15O9P,C13-label-3
Mannitol 1-phosphate ,C6H15O9P,C13-label-4
Mannitol 1-phosphate ,C6H15O9P,C13-label-5
Mannitol 1-phosphate ,C6H15O9P,C13-label-6
Mannose,C6H12O6,C12 PARENT
Mannose,C6H12O6,C13-label-1
Mannose,C6H12O6,C13-label-2
Mannose,C6H12O6,C13-label-3
Mannose,C6H12O6,C13-label-4
Mannose,C6H12O6,C13-label-5
Mannose,C6H12O6,C13-label-6
Mannose-6-phosphate,C6H13O9P,C12 PARENT
Mannose-6-phosphate,C6H13O9P,C13-label-1
Mannose-6-phosphate,C6H13O9P,C13-label-2
Mannose-6-phosphate,C6H13O9P,C13-label-3
Mannose-6-phosphate,C6H13O9P,C13-label-4
Mannose-6-phosphate,C6H13O9P,C13-label-5
Mannose-6-phosphate,C6H13O9P,C13-label-6
Mcdin,C10H15N3O5,C12 PARENT
Mcdin,C10H15N3O5,C13-label-1
Mcdin,C10H15N3O5,C13-label-2
Mcdin,C10H15N3O5,C13-label-3
Mcdin,C10H15N3O5,C13-label-4
Mcdin,C10H15N3O5,C13-label-5
Mcdin,C10H15N3O5,C13-label-6
Mcdin,C10H15N3O5,C13-label-7
Mcdin,C10H15N3O5,C13-label-8
Mcdin,C10H15N3O5,C13-label-9
Mcdin,C10H15N3O5,C13-label-10
Melatonin,C13H16N2O2,C12 PARENT
Melatonin,C13H16N2O2,C13-label-1
Melatonin,C13H16N2O2,C13-label-2
Melatonin,C13H16N2O2,C13-label-3
Melatonin,C13H16N2O2,C13-label-4
Melatonin,C13H16N2O2,C13-label-5
Melatonin,C13H16N2O2,C13-label-6
Melatonin,C13H16N2O2,C13-label-7
Melatonin,C13H16N2O2,C13-label-8
Melatonin,C13H16N2O2,C13-label-9
Melatonin,C13H16N2O2,C13-label-10
